Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,90sGls,90sAst,90sG+A,90sG-PK,90sG+A-PK,90sxG,90sxAG,90sxG+xAG,90snpxG,90snpxG+xAG,Sh,SoT,SoTPercent,Sh90,SoT90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xAG,xA,A-xAG,KP,Passes3rd,PPA,CrsPA,PrgP,SCA,SCA90,PassLive,PassDead,TO,SCASh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,GCASh,Fld,Def,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,LiveTouches,Att,Succ,SuccPercent,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Final3rd,CPA,Mis,Dis,Rec,PrgR
Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,30,27,2456,27.3,18,3,21,15,3,3,8,0,17.7,15.4,2.9,18.2,67,64,192,0.66,0.11,0.77,0.55,0.66,0.65,0.11,0.75,0.56,0.67,107,39,36.4,3.92,1.43,0.14,0.38,15.5,8,3,3,17.7,15.4,0.15,0.3,-0.4,726,904,80.3,8929,1337,469,541,86.7,174,218,79.8,20,29,69,2.9,2,0.1,26,46,16,0,64,82,3,62,0,9,6,5,0,9,0.33,4,0,2,1,2,0,1168,30,102,500,573,170,1165,32,20,62.5,12,37.5,631,3252,1744,67,40,37,50,30,952,192
Salomón Rondón,ve VEN,FW,Everton,31,1989,20,8,790,8.8,1,1,2,1,0,0,3,1,1.8,1.8,0.7,2.6,5,9,41,0.11,0.11,0.23,0.11,0.23,0.21,0.08,0.29,0.21,0.29,21,6,28.6,2.39,0.68,0.05,0.17,12,0,0,0,1.8,1.8,0.09,-0.8,-0.8,117,193,60.6,1410,190,77,116,66.4,23,41,56.1,5,5,100,0.7,0.7,0.3,8,4,1,0,9,18,2.05,13,0,2,3,0,0,0,0,0,0,0,0,0,0,285,12,30,113,143,42,285,10,4,40,6,60,129,492,140,5,4,1,25,10,205,41
Danny Rose,eng ENG,DF,Watford,31,1990,8,7,689,7.7,0,0,0,0,0,0,4,0,0.2,0.2,0.8,1,12,33,19,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,4,1,25,0.52,0.13,0,0,20.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,227,340,66.8,4251,2344,104,118,88.1,90,128,70.3,29,71,40.8,0.8,0.5,-0.8,5,29,7,1,33,15,1.96,11,3,0,0,1,0,1,0.13,0,1,0,0,0,0,409,30,138,178,98,3,409,15,9,60,6,40,176,986,414,12,8,1,10,1,174,19
Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,13,0,223,2.5,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,4,3,21,0,0.4,0.4,0,0.4,0.1,0.21,0.31,0.1,0.31,3,2,66.7,1.21,0.81,0,0,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,48,72,66.7,534,142,34,42,81,8,10,80,1,7,14.3,0.5,0.2,0.5,5,4,2,0,3,8,3.24,4,1,3,0,0,0,0,0,0,0,0,0,0,0,112,2,17,47,49,8,112,13,4,30.8,9,69.2,76,485,211,4,2,3,6,10,77,21
John Ruddy,eng ENG,GK,Wolves,34,1986,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,22,33,66.7,458,296,11,12,91.7,6,6,100,4,14,28.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,39,0,0,0,39,0,0,,0,,13,99,45,0,0,0,0,0,11,0
Antonio Rüdiger,de GER,DF,Chelsea,28,1993,34,34,3035,33.7,3,0,3,3,0,0,9,0,2.3,2.3,0.7,3,54,188,21,0.09,0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,48,13,27.1,1.42,0.39,0.06,0.23,19.9,0,0,0,2.3,2.3,0.05,0.7,0.7,2217,2534,87.5,41765,13323,865,926,93.4,1079,1167,92.5,247,369,66.9,0.7,1.5,-0.7,12,219,24,3,188,45,1.33,38,0,0,4,2,1,9,0.27,6,0,0,1,2,0,2820,211,1014,1521,298,48,2820,12,6,50,6,50,1782,8886,5212,54,72,3,20,8,2185,21
Lukas Rupp,de GER,MF,Norwich City,30,1991,19,7,769,8.5,0,0,0,0,0,0,0,0,0.7,0.7,1.4,2,17,35,23,0,0,0,0,0,0.08,0.16,0.24,0.08,0.24,12,2,16.7,1.4,0.23,0,0,21.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7,322,391,82.4,4884,1244,170,191,89,116,129,89.9,22,35,62.9,1.4,1.1,-1.4,9,24,5,1,35,25,2.93,20,0,3,1,1,0,1,0.12,1,0,0,0,0,0,488,21,99,264,132,16,488,27,18,66.7,9,33.3,309,1521,686,17,14,1,20,19,349,23
José Sá,pt POR,GK,Wolves,28,1993,37,37,3285,36.5,0,1,1,0,0,0,3,0,0,0,0.9,0.9,0,2,0,0,0.03,0.03,0,0.03,0,0.02,0.02,0,0.02,0,0,,0,0,,,,0,0,0,0,0,,0,0,770,1109,69.4,20016,12844,161,164,98.2,379,386,98.2,223,548,40.7,0.9,0,0.1,3,14,1,0,2,4,0.11,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0,1206,1106,1198,8,0,0,1206,4,4,100,0,0,642,4203,2879,0,1,1,2,0,400,0
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,35,31,2804,31.2,5,5,10,5,0,0,6,0,5.2,5.2,4.3,9.5,180,87,167,0.16,0.16,0.32,0.16,0.32,0.17,0.14,0.3,0.17,0.3,64,26,40.6,2.05,0.83,0.08,0.19,19.7,0,0,0,5.2,5.2,0.08,-0.2,-0.2,529,747,70.8,7953,1853,299,359,83.3,165,225,73.3,38,75,50.7,4.3,3.8,0.7,50,51,32,8,87,130,4.17,84,1,31,5,7,2,11,0.35,8,0,2,1,0,0,1162,7,86,476,649,111,1162,241,150,62.2,91,37.8,859,8944,4517,180,119,63,120,90,913,167
Romain Saïss,ma MAR,DF,Wolves,31,1990,31,31,2705,30.1,2,0,2,2,0,0,6,0,2.7,2.7,0.3,3.1,18,137,9,0.07,0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,18,6,33.3,0.6,0.2,0.11,0.33,12.3,1,0,0,2.7,2.7,0.16,-0.7,-0.7,1437,1808,79.5,26860,12453,585,658,88.9,691,812,85.1,148,298,49.7,0.3,0.3,-0.3,7,159,1,0,137,16,0.53,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2163,281,1188,864,118,33,2163,10,7,70,3,30,1168,4917,2771,18,20,0,10,5,1412,9
Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,38,36,2978,33.1,11,7,18,9,2,2,6,0,10.3,8.7,7.5,16.3,140,101,388,0.33,0.21,0.54,0.27,0.48,0.31,0.23,0.54,0.26,0.49,95,29,30.5,2.87,0.88,0.09,0.31,17.1,0,2,2,10.3,8.7,0.09,0.7,0.3,893,1196,74.7,13040,2831,527,612,86.1,289,374,77.3,46,106,43.4,7.5,6.9,-0.5,68,40,31,6,101,158,4.78,108,20,9,10,11,0,18,0.54,9,4,0,2,3,0,1631,29,175,496,979,214,1629,102,43,42.2,59,57.8,1033,6525,3662,140,78,68,85,48,1182,388
Mohamed Salah,eg EGY,FW,Liverpool,29,1992,35,30,2762,30.7,23,13,36,18,5,6,1,0,22.7,17.8,10,27.8,125,122,451,0.75,0.42,1.17,0.59,1.01,0.74,0.33,1.07,0.58,0.91,133,49,36.8,4.33,1.6,0.14,0.37,15.8,1,5,6,22.7,17.8,0.13,0.3,0.2,875,1136,77,11516,3063,567,648,87.5,233,309,75.4,29,49,59.2,10,7.4,3,62,46,57,4,122,141,4.59,104,0,17,18,2,0,25,0.81,17,0,5,2,1,0,1552,7,55,455,1056,301,1546,124,53,42.7,71,57.3,1030,5898,2909,125,57,97,99,81,1300,451
Mohammed Salisu,gh GHA,DF,Southampton,22,1999,34,33,2972,33,0,0,0,0,0,0,10,1,2,2,0.8,2.7,31,136,7,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,24,9,37.5,0.73,0.27,0,0,12.2,0,0,0,2,2,0.08,-2,-2,1388,1851,75,24582,11429,582,672,86.6,664,829,80.1,116,280,41.4,0.8,0.7,-0.8,9,150,5,2,136,34,1.03,29,1,0,3,0,1,5,0.15,3,0,0,1,0,1,2285,277,1038,1069,194,35,2285,16,13,81.3,3,18.8,1135,6254,3429,31,20,0,16,10,1216,7
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,19,12,1134,12.6,0,0,0,0,0,0,5,0,0.6,0.6,1,1.6,28,84,16,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,20,8,40,1.59,0.63,0,0,26.8,0,0,0,0.6,0.6,0.03,-0.6,-0.6,727,824,88.2,12262,3171,331,367,90.2,324,352,92,54,78,69.2,1,1.1,-1,18,68,14,1,84,39,3.09,36,0,0,1,1,1,0,0,0,0,0,0,0,0,929,33,217,534,185,4,929,4,3,75,1,25,606,3394,1921,28,20,1,13,8,696,16
Davinson Sánchez,co COL,DF,Tottenham,25,1996,23,17,1631,18.1,2,0,2,2,0,0,4,0,2.1,2.1,0.3,2.4,21,65,8,0.11,0,0.11,0.11,0.11,0.11,0.02,0.13,0.11,0.13,13,3,23.1,0.72,0.17,0.15,0.67,9.6,0,0,0,2.1,2.1,0.16,-0.1,-0.1,994,1133,87.7,17192,5242,398,433,91.9,515,546,94.3,59,111,53.2,0.3,1,-0.3,5,70,6,1,65,20,1.1,19,0,0,1,0,0,1,0.06,1,0,0,0,0,0,1317,128,558,666,99,22,1317,6,4,66.7,2,33.3,853,4246,2257,21,26,0,9,2,914,8
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,37,3329,37,0,0,0,0,0,0,3,1,0,0,0.4,0.4,0,1,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0,0,,,,0,0,0,0,0,,0,0,1082,1525,71,28041,16948,200,200,100,601,612,98.2,277,699,39.6,0.4,0.2,-0.4,3,26,0,0,1,5,0.14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,1185,1591,21,0,0,1612,0,0,,0,,988,5245,3617,0,0,0,0,0,931,0
Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,29,20,1900,21.1,3,3,6,3,0,0,0,0,3.6,3.6,4.1,7.7,111,88,222,0.14,0.14,0.28,0.14,0.28,0.17,0.19,0.37,0.17,0.37,26,9,34.6,1.23,0.43,0.12,0.33,14.1,0,0,0,3.6,3.6,0.14,-0.6,-0.6,805,984,81.8,10392,2336,525,602,87.2,218,271,80.4,21,30,70,4.1,3.6,-1.1,41,31,39,7,88,88,4.17,73,3,9,2,1,0,9,0.43,7,0,2,0,0,0,1188,11,146,451,610,105,1188,85,47,55.3,38,44.7,770,5515,3067,111,70,43,44,27,928,222
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,10,3,356,4,0,0,0,0,0,0,0,0,0,0,0,0,16,21,10,0,0,0,0,0,0,0.01,0.01,0,0.01,1,0,0,0.25,0,0,,33.2,0,0,0,0,0,0.02,0,0,123,162,75.9,1851,506,72,78,92.3,40,53,75.5,6,15,40,0,0.1,0,1,18,1,1,21,2,0.51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,223,6,45,140,47,1,223,16,13,81.3,3,18.8,146,971,489,16,10,1,5,10,141,10
Samir Santos,br BRA,DF,Watford,26,1994,19,19,1673,18.6,0,0,0,0,0,0,4,0,0.5,0.5,0.1,0.6,1,24,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,8,2,25,0.43,0.11,0,0,13,0,0,0,0.5,0.5,0.06,-0.5,-0.5,538,669,80.4,10401,3673,185,202,91.6,292,328,89,55,125,44,0.1,0.1,-0.1,2,27,2,0,24,7,0.38,4,0,0,2,1,0,0,0,0,0,0,0,0,0,872,118,549,311,18,10,872,3,2,66.7,1,33.3,405,1676,843,1,4,1,6,3,452,2
Josh Sargent,us USA,FWMF,Norwich City,21,2000,26,18,1572,17.5,2,1,3,2,0,0,1,0,2.5,2.5,0.9,3.4,21,12,88,0.11,0.06,0.17,0.11,0.17,0.14,0.05,0.19,0.14,0.19,24,2,8.3,1.37,0.11,0.08,1,17.1,0,0,0,2.5,2.5,0.1,-0.5,-0.5,292,410,71.2,3577,820,208,258,80.6,63,96,65.6,8,16,50,0.9,1.2,0.1,11,8,5,0,12,25,1.43,17,0,1,3,4,0,3,0.17,2,0,1,0,0,0,634,32,126,248,272,56,634,32,16,50,16,50,312,1723,663,21,14,6,52,25,388,88
Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,5,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,14,20,70,156,37,8,12,66.7,5,5,100,0,0,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,9,21,1,31,4,1,25,3,75,18,195,103,4,1,1,4,1,19,3
Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,22,21,1861,20.7,5,2,7,5,0,1,2,0,4.8,4,2.9,6.9,79,52,158,0.24,0.1,0.34,0.24,0.34,0.23,0.14,0.37,0.19,0.34,39,15,38.5,1.89,0.73,0.13,0.33,18.3,0,0,1,4.8,4,0.1,0.2,1,332,478,69.5,4981,1253,182,225,80.9,105,144,72.9,21,41,51.2,2.9,2.3,-0.9,21,21,22,4,52,52,2.51,38,0,5,2,6,1,4,0.19,3,0,0,1,0,0,720,18,93,251,393,71,719,71,34,47.9,37,52.1,493,3614,1811,79,50,23,71,40,529,158
Malang Sarr,fr FRA,DF,Chelsea,22,1999,8,6,546,6.1,0,0,0,0,0,0,2,0,0,0,0.4,0.4,9,23,15,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,1,0,0,0.16,0,0,,21.6,0,0,0,0,0,0.04,0,0,432,493,87.6,7202,2241,191,206,92.7,211,226,93.4,26,48,54.2,0.4,0.3,-0.4,3,36,2,1,23,6,0.99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,555,31,208,300,48,0,555,0,0,,0,,350,1458,744,9,13,1,6,2,391,15
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,100,0,0,1,12,4,0,0,0,0,0,1,0
Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,25,25,2158,24,2,2,4,2,0,0,4,0,1.2,1.2,1.1,2.3,20,59,2,0.08,0.08,0.17,0.08,0.17,0.05,0.05,0.1,0.05,0.1,21,8,38.1,0.88,0.33,0.1,0.25,19.5,4,0,0,1.2,1.2,0.06,0.8,0.8,698,1012,69,15904,7292,199,251,79.3,332,402,82.6,156,326,47.9,1.1,0.9,0.9,9,69,15,1,59,31,1.29,18,6,2,4,1,0,4,0.17,3,0,1,0,0,0,1234,159,644,537,74,27,1234,10,6,60,4,40,645,3685,2225,20,15,0,12,5,669,2
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,32,20,1851,20.6,4,1,5,4,0,0,1,0,3.4,3.4,1.6,4.9,31,70,60,0.19,0.05,0.24,0.19,0.24,0.16,0.08,0.24,0.16,0.24,33,9,27.3,1.6,0.44,0.12,0.44,14.3,0,0,0,3.4,3.4,0.1,0.6,0.6,493,668,73.8,7971,2386,249,302,82.5,201,253,79.4,29,55,52.7,1.6,1.2,-0.6,18,46,12,2,70,46,2.24,33,0,6,4,3,0,7,0.34,3,0,1,1,2,0,971,46,235,509,243,59,971,58,35,60.3,23,39.7,520,2680,1218,31,25,11,42,33,565,60
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,37,3330,37,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,945,1294,73,26527,17896,149,150,99.3,462,474,97.5,329,660,49.8,0,0,0,1,8,1,0,2,7,0.19,7,0,0,0,0,0,3,0.08,3,0,0,0,0,0,1386,1213,1373,13,0,0,1386,1,1,100,0,0,718,3805,2301,1,0,0,2,0,600,0
Ken Sema,se SWE,MFFW,Watford,27,1993,18,7,852,9.5,0,0,0,0,0,0,1,0,0.1,0.1,1.3,1.4,19,8,36,0,0,0,0,0,0.01,0.13,0.15,0.01,0.15,3,1,33.3,0.32,0.11,0,0,20.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,140,224,62.5,2280,758,84,108,77.8,35,53,66,15,39,38.5,1.3,1.1,-1.3,12,7,3,2,8,22,2.32,7,9,1,0,4,1,1,0.11,0,1,0,0,0,0,325,19,88,133,111,15,325,27,12,44.4,15,55.6,182,1221,444,19,8,4,18,25,187,36
Nélson Semedo,pt POR,MFDF,Wolves,27,1993,25,25,2131,23.7,0,1,1,0,0,0,1,0,1.6,1.6,1.3,2.9,79,78,146,0,0.04,0.04,0,0.04,0.07,0.06,0.12,0.07,0.12,19,4,21.1,0.8,0.17,0,0,20.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6,916,1169,78.4,12766,4408,567,628,90.3,290,367,79,31,92,33.7,1.3,1.4,-0.3,18,62,12,2,78,44,1.86,33,1,5,2,2,1,1,0.04,1,0,0,0,0,0,1487,90,416,605,481,52,1487,64,39,60.9,25,39.1,762,4570,2599,79,63,17,51,27,846,146
Ryan Sessegnon,eng ENG,DFMF,Tottenham,21,2000,15,13,1047,11.6,0,2,2,0,0,0,2,0,0.3,0.3,2.7,3,30,22,80,0,0.17,0.17,0,0.17,0.03,0.23,0.26,0.03,0.26,6,1,16.7,0.52,0.09,0,0,13.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,315,428,73.6,4537,1156,185,218,84.9,96,132,72.7,20,41,48.8,2.7,2.4,-0.7,14,13,12,4,22,20,1.72,19,1,0,0,0,0,4,0.34,4,0,0,0,0,0,574,38,166,188,223,39,574,19,6,31.6,13,68.4,302,1779,931,30,7,10,33,12,325,80
Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,14,7,709,7.9,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,20,36,20,0,0,0,0,0,0.02,0,0.02,0.02,0.02,4,1,25,0.51,0.13,0,0,18.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,353,409,86.3,5216,1417,180,194,92.8,151,166,91,9,18,50,0,0.1,0,1,23,2,0,36,10,1.27,8,1,0,1,0,0,1,0.13,0,0,0,1,0,0,499,26,190,225,91,14,499,17,11,64.7,6,35.3,246,1329,719,20,13,4,5,2,276,20
Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,20,19,1601,17.8,0,3,3,0,0,0,8,0,0.1,0.1,3.6,3.7,48,82,69,0,0.17,0.17,0,0.17,0.01,0.2,0.21,0.01,0.21,6,1,16.7,0.34,0.06,0,0,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,944,1193,79.1,14230,5275,551,612,90,294,361,81.4,64,134,47.8,3.6,2.7,-0.6,39,74,16,5,82,69,3.88,45,21,1,0,0,2,6,0.34,5,1,0,0,0,0,1316,55,293,597,436,15,1316,14,7,50,7,50,682,3798,2191,48,42,3,11,14,836,69
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,24,22,1983,22,2,1,3,2,0,0,7,1,0.9,0.9,1,1.9,11,84,7,0.09,0.05,0.14,0.09,0.14,0.04,0.05,0.09,0.04,0.09,30,14,46.7,1.36,0.64,0.07,0.14,27.8,6,0,0,0.9,0.9,0.03,1.1,1.1,743,948,78.4,15780,5306,260,303,85.8,299,351,85.2,165,256,64.5,1,1.5,0,16,91,9,1,84,43,1.95,33,7,1,0,1,1,1,0.05,1,0,0,0,0,0,1113,56,317,648,167,3,1113,12,9,75,3,25,559,2486,1011,11,12,1,19,5,640,7
Shola Shoretire,eng ENG,MF,Manchester Utd,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,5,100,69,14,2,2,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,4,0,6,0,0,,0,,3,17,3,0,0,0,0,0,3,1
Francisco Sierralta,cl CHI,DF,Watford,24,1997,5,5,427,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,1,1,100,0.21,0.21,0,0,10,0,0,0,0.1,0.1,0.06,-0.1,-0.1,142,183,77.6,3070,927,16,26,61.5,111,121,91.7,13,30,43.3,0,0,0,0,1,0,0,2,2,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,248,60,187,59,2,2,248,2,2,100,0,0,118,587,299,1,0,0,1,0,137,0
Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,35,33,2857,31.7,8,4,12,8,0,0,6,0,6.7,6.7,6.5,13.2,146,170,277,0.25,0.13,0.38,0.25,0.38,0.21,0.21,0.42,0.21,0.42,47,19,40.4,1.48,0.6,0.17,0.42,12.6,0,0,0,6.7,6.7,0.14,1.3,1.3,1728,1977,87.4,24552,4453,1027,1113,92.3,543,614,88.4,73,109,67,6.5,4,-2.5,59,106,42,6,170,137,4.32,110,2,10,9,6,0,17,0.54,13,1,0,2,1,0,2283,36,290,1009,1002,179,2283,92,53,57.6,39,42.4,1552,9305,5010,146,102,34,54,25,1766,277
Fábio Silva,pt POR,FW,Wolves,19,2002,22,6,572,6.4,0,0,0,0,0,0,0,0,1.8,1.8,0.2,1.9,14,14,41,0,0,0,0,0,0.28,0.03,0.3,0.28,0.3,19,5,26.3,2.99,0.79,0,0,13.7,0,0,0,1.8,1.8,0.09,-1.8,-1.8,93,138,67.4,1117,264,64,84,76.2,18,27,66.7,2,4,50,0.2,0.7,-0.2,3,5,6,0,14,16,2.51,9,0,4,3,0,0,2,0.31,1,0,0,1,0,0,201,1,11,92,102,37,201,19,7,36.8,12,63.2,97,668,417,14,13,4,18,14,143,41
Thiago Silva,br BRA,DF,Chelsea,36,1984,32,28,2650,29.4,3,0,3,3,0,0,2,0,0.9,0.9,0.2,1.1,14,145,2,0.1,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,18,5,27.8,0.61,0.17,0.17,0.6,12.2,0,0,0,0.9,0.9,0.05,2.1,2.1,2436,2634,92.5,45456,20402,911,953,95.6,1243,1292,96.2,237,319,74.3,0.2,0.9,-0.2,7,197,18,1,145,33,1.12,26,0,1,4,1,1,1,0.03,0,0,0,0,1,0,2902,363,1255,1571,84,24,2902,7,6,85.7,1,14.3,1846,9914,6409,14,24,0,7,3,2168,2
Ellis Simms,eng ENG,FW,Everton,20,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,12,58.3,66,19,5,9,55.6,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,10,5,0,18,0,0,,0,,3,9,3,0,0,0,1,1,13,2
Moussa Sissoko,fr FRA,MF,Watford,31,1989,36,36,3220,35.8,2,1,3,2,0,0,5,0,3.8,3.7,3.1,6.8,51,116,71,0.06,0.03,0.08,0.06,0.08,0.11,0.09,0.19,0.1,0.19,25,8,32,0.7,0.22,0.08,0.25,16.8,0,0,0,3.8,3.7,0.15,-1.8,-1.7,922,1188,77.6,14966,4705,469,570,82.3,321,398,80.7,89,131,67.9,3.1,2.3,-2.1,37,95,24,11,116,75,2.1,62,0,4,3,1,5,3,0.08,1,0,1,0,0,1,1554,125,417,849,325,36,1554,76,52,68.4,24,31.6,746,3992,2076,51,35,3,49,53,822,71
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,18,14,1350,15,0,0,0,0,0,0,6,0,0.2,0.2,0.7,1,27,76,18,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,4,1,25,0.27,0.07,0,0,24.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,763,851,89.7,11665,2984,383,408,93.9,302,323,93.5,36,59,61,0.7,1.1,-0.7,8,78,11,2,76,24,1.6,22,0,1,1,0,0,3,0.2,3,0,0,0,0,0,973,26,171,653,152,11,973,6,4,66.7,2,33.3,581,2877,1454,27,28,3,15,11,711,18
William Smallbone,ie IRL,MFFW,Southampton,21,2000,4,2,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,2,7,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,1,0,0,0.68,0,0,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,20,39,51.3,284,86,9,14,64.3,10,16,62.5,1,4,25,0,0,0,1,0,0,0,2,2,1.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,2,11,22,22,3,54,0,0,,0,,23,145,84,4,3,0,3,0,27,7
Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,33,21,1921,21.3,10,2,12,10,0,0,1,0,6,6,2,8,65,85,139,0.47,0.09,0.56,0.47,0.56,0.28,0.09,0.38,0.28,0.38,40,23,57.5,1.87,1.08,0.25,0.43,15.8,0,0,0,6,6,0.15,4,4,682,823,82.9,9733,1935,401,441,90.9,230,268,85.8,25,58,43.1,2,2.3,0,30,41,20,1,85,67,3.14,52,4,5,4,2,0,6,0.28,5,1,0,0,0,0,1025,19,142,418,479,62,1025,53,32,60.4,21,39.6,636,3990,2131,65,44,20,41,25,749,139
Cédric Soares,pt POR,DF,Arsenal,29,1991,21,16,1486,16.5,1,1,2,1,0,0,3,0,0.6,0.6,1.6,2.1,17,84,56,0.06,0.06,0.12,0.06,0.12,0.03,0.09,0.13,0.03,0.13,12,1,8.3,0.73,0.06,0.08,1,22.1,2,0,0,0.6,0.6,0.05,0.4,0.4,873,1112,78.5,14331,4550,442,490,90.2,353,421,83.8,59,149,39.6,1.6,1.3,-0.6,18,86,22,16,84,37,2.24,27,9,0,1,0,0,3,0.18,2,1,0,0,0,0,1252,52,320,568,376,13,1252,12,8,66.7,4,33.3,677,2841,1224,17,22,1,15,11,769,56
Tomáš Sou?ek,cz CZE,MF,West Ham,26,1995,35,34,3062,34,5,1,6,5,0,0,3,0,5.5,4.8,2.2,7,36,141,54,0.15,0.03,0.18,0.15,0.18,0.16,0.06,0.22,0.14,0.2,45,11,24.4,1.32,0.32,0.11,0.45,12.8,0,0,0,5.5,4.8,0.11,-0.5,0.2,1036,1361,76.1,17344,4438,510,638,79.9,403,495,81.4,91,134,67.9,2.2,1.8,-1.2,21,105,12,2,141,42,1.23,36,0,0,3,2,1,4,0.12,4,0,0,0,0,0,1759,151,468,963,340,86,1759,16,10,62.5,6,37.5,802,3715,1522,36,24,3,40,16,1026,54
